Date,Open,High,Low,Close,Volume,Adj Close
15-05-2007,162,164.8,161.17,162.58,9535300,152.67
14-05-2007,162.42,163.83,161.11,162.31,7089000,152.41
11-05-2007,158.22,162.54,158.2,162.46,8899100,152.56
10-05-2007,161.64,161.68,157.45,157.8,9904300,148.18
09-05-2007,159.83,161.24,157.66,161.03,12713400,151.21
08-05-2007,159.88,160.46,157.12,160.2,12395000,150.43
07-05-2007,160.39,161.07,159.38,160.34,7403600,150.56
04-05-2007,161.82,164.08,159.96,161.3,14286800,151.47
03-05-2007,158.75,161.58,158.54,161.2,6444800,151.37
02-05-2007,158.85,159.75,157.49,159.7,6739500,149.93
01-05-2007,156.89,158.27,154.25,157.8,11146300,148.14
30-04-2007,159.99,161.5,156.55,156.55,11670400,146.96
27-04-2007,157.6,161.45,156.97,160.06,9424300,150.26
26-04-2007,157,158.98,155.4,158.11,8425700,148.43
25-04-2007,153.47,158.59,153.47,157.1,11488900,147.48
24-04-2007,151.43,152.4,150.51,152.18,7604400,142.86
23-04-2007,151.55,153.8,151.46,151.9,10988700,142.6
20-04-2007,152.3,152.5,149.88,151.54,8084100,142.26
19-04-2007,150.79,151.22,149.86,150.25,7674600,141.05
18-04-2007,152.9,152.9,151.14,152.04,10714900,142.73
17-04-2007,155.98,156.5,153,154,11795400,144.57
16-04-2007,154.59,155.73,152,155.5,9357800,145.98
13-04-2007,154.15,154.68,152.91,154.08,6327500,144.65
12-04-2007,151.4,154.03,150.06,153.8,9413600,144.38
11-04-2007,151.9,152.64,150.34,150.89,7310400,141.65
10-04-2007,149.17,152,149.17,152,9926600,142.69
09-04-2007,149.56,151.41,148.54,148.95,8229700,139.83
05-04-2007,148.93,150.24,148.37,149.48,4767300,140.33
04-04-2007,147.59,149.26,147.04,148.95,6754200,139.83
03-04-2007,147.43,149.98,146.88,148.75,6911700,139.64
02-04-2007,145.75,148.61,145.13,148.56,7405700,139.46
30-03-2007,147.05,147.95,145.69,145.72,5735600,136.8
29-03-2007,146.7,148.94,145.92,147.95,9894200,138.89
28-03-2007,148.15,148.15,145.7,146,6516600,137.06
27-03-2007,146.55,147.66,146.12,147.5,5252300,138.43
26-03-2007,147.72,148.15,145.1,147.55,8469700,138.47
23-03-2007,147.04,147.31,145.48,147,9415200,137.96
22-03-2007,145.22,146.41,144.45,146.18,11133300,137.19
21-03-2007,141.38,145.3,141.16,143.69,9282900,134.85
20-03-2007,142.48,143.17,138.79,140.7,16573900,132.04
19-03-2007,140.7,143,140.65,142.44,8963000,133.68
16-03-2007,139.53,140.53,138.11,138.65,9280700,130.12
15-03-2007,138.69,139.88,138.3,139.3,8192300,130.73
14-03-2007,138.24,139.88,136.55,139.26,14691500,130.69
13-03-2007,139.9,141.53,137.36,137.6,11459200,129.13
12-03-2007,138.55,139.88,137.93,139.63,8305700,131.01
09-03-2007,140.4,141.28,138.47,140,11056700,131.36
08-03-2007,139.51,140.65,138.38,139.55,12840200,130.94
07-03-2007,135.38,140,135.21,138.5,14601900,129.95
06-03-2007,134.55,136.24,134,135.33,9728100,126.97
05-03-2007,132.1,135.44,131.7,132.7,11994300,124.51
02-03-2007,136.17,137.16,133.66,134.65,10268600,126.34
01-03-2007,134.65,138.34,133.02,136.4,12958200,127.98
28-02-2007,136.52,137.55,134.8,136,10903400,127.6
27-02-2007,138.12,140.04,134.61,135.88,16728200,127.49
26-02-2007,140.38,142.1,140.3,141,7927900,132.26
23-02-2007,140.26,140.87,139.15,139.32,8754200,130.69
22-02-2007,137,139.7,136.26,139.44,11384800,130.8
21-02-2007,134.36,136.92,133,136.85,8621700,128.37
20-02-2007,133.99,134.73,132.01,134.49,7436800,126.16
16-02-2007,136.1,136.53,135.16,135.55,6702100,127.15
15-02-2007,137.25,137.25,135.37,136.05,10857800,127.58
14-02-2007,139.25,140.16,137.34,138.64,11407800,130.01
13-02-2007,136.9,138.65,136.64,138.59,7035400,129.97
12-02-2007,137,137.2,135.37,136.3,8909500,127.82
09-02-2007,138.93,139.93,137.49,138.38,8347100,129.34
08-02-2007,137.72,139.42,136.47,139.09,12036900,130
07-02-2007,139.3,140.5,136.62,137.85,13181000,128.84
06-02-2007,139.6,139.81,137.15,138.8,12024500,129.72
05-02-2007,139.29,139.89,138.14,138.29,7653900,129.25
02-02-2007,137.55,139.39,135.85,138.2,10197600,129.16
01-02-2007,137.21,137.91,135.2,136.65,12554200,127.71
31-01-2007,134.91,137.4,134.4,136.75,13217200,127.78
30-01-2007,132.57,136.22,132.57,135.39,12236700,126.5
29-01-2007,132.62,134.05,131,131.71,8696800,123.07
26-01-2007,134.1,134.69,132.19,132.5,8492200,123.8
25-01-2007,135.74,136.37,132.75,133.27,10167200,124.52
24-01-2007,135.2,136.7,133.72,136.35,11256000,127.4
23-01-2007,133.62,136.75,133.6,135.95,12803200,127.03
22-01-2007,133.51,134.5,131.61,132.25,12793100,123.57
19-01-2007,130.08,132.45,128.94,132.36,13119900,123.67
18-01-2007,130.61,131.55,127.82,128.6,13979500,120.16
17-01-2007,128.1,131.5,128.01,130.1,12542000,121.56
16-01-2007,128.45,129.83,127.29,128.38,11792200,119.95
12-01-2007,126.7,130.07,126.61,129.69,12294500,121.18
11-01-2007,127.1,130.7,125.81,126.15,18753400,117.87
10-01-2007,128,129.25,127.05,127.48,16436900,119.11
09-01-2007,127.7,130.19,126.86,129.25,15300200,120.77
08-01-2007,132.52,133.15,129.7,130.1,12979400,121.56
05-01-2007,130.5,131.6,128.95,130.75,15737500,122.17
